"ATE","EY1","EY0"
44.7864445416977,45.8225443553387,14.8975443553388
44.7864445416977,69.1706846229194,21.7346846229194
44.7864445416977,74.5432321404957,27.0201552174188
44.7864445416977,60.4260514245857,27.5060514245857
44.7864445416977,137.120594071197,63.7539274045304
44.7864445416977,151.095152903987,110.528486237321
44.7864445416977,82.5259949516432,30.9219949516432
44.7864445416977,52.5569389213381,17.3569389213381
44.7864445416977,68.6784214563649,31.313715574012
44.7864445416977,62.2805266305879,19.3805266305879
44.7864445416977,52.4184741300163,15.9518074633496
44.7864445416977,93.9287657736448,53.3620991069781
44.7864445416977,94.2448702575881,24.0248702575881
44.7864445416977,80.4805370598382,47.5605370598382
44.7864445416977,68.2980628171551,28.5480628171551
44.7864445416977,54.2686511509699,21.3486511509699
44.7864445416977,78.2322866380907,32.8802866380907
44.7864445416977,78.4097173824467,45.4897173824467
44.7864445416977,153.237532822114,103.717532822114
44.7864445416977,57.5907377234853,22.3907377234853
44.7864445416977,56.5242302451679,20.0575635785012
44.7864445416977,84.1239040389487,30.1162117312564
44.7864445416977,59.2251971084022,25.1501971084022
44.7864445416977,153.430542225787,111.499772995018
44.7864445416977,40.5399072461305,7.4671799734032
44.7864445416977,83.2347120515799,42.57471205158
44.7864445416977,59.0456428166865,22.5789761500198
44.7864445416977,133.132563878687,93.8285638786875
44.7864445416977,150.28036387061,98.4342100244566
44.7864445416977,71.7292724011401,29.4542724011401
44.7864445416977,149.389526848945,110.089526848945
44.7864445416977,48.7995577713201,17.8745577713201
44.7864445416977,79.5610203146818,23.9265375560611
44.7864445416977,77.8794480187521,27.7486787879829
44.7864445416977,68.1198534047817,30.9471261320545
44.7864445416977,53.2054681368347,18.0054681368347
44.7864445416977,133.761995984503,96.7419959845032
44.7864445416977,57.1264871653743,19.2957179346051
44.7864445416977,64.5251345268108,28.0584678601442
44.7864445416977,56.6851476034014,15.5651476034014
44.7864445416977,56.7523365300657,18.9215672992965
44.7864445416977,71.9445872008438,25.1342423732575
44.7864445416977,44.1281958185787,6.63164409444074
44.7864445416977,135.06973944346,99.8697394434599
44.7864445416977,46.4622978939851,16.4441160758033
44.7864445416977,66.4547526746548,20.4493472692494
44.7864445416977,70.9563256430328,40.0313256430328
44.7864445416977,80.5319376401392,39.6319376401392
44.7864445416977,45.6669055773495,9.38690557734949
44.7864445416977,148.255828662965,111.975828662965
44.7864445416977,72.6653219258149,25.1613219258149
44.7864445416977,71.8506180799563,35.3839514132896
44.7864445416977,58.2310782625874,27.3060782625874
44.7864445416977,79.3921739295449,30.6255072628783
44.7864445416977,61.5459749492939,19.949423225156
44.7864445416977,72.0936598342722,41.1686598342722
44.7864445416977,70.6400020107044,31.3360020107044
44.7864445416977,65.0317026195828,27.2009333888136
44.7864445416977,49.0404517777905,16.5804517777905
44.7864445416977,62.9254408329941,22.2254408329941
44.7864445416977,76.9627739361421,37.6627739361421
44.7864445416977,49.5732295422883,18.5921484612073
44.7864445416977,74.7292198672,42.8388972865548
44.7864445416977,92.4473488409517,44.9473488409517
44.7864445416977,65.0317026195828,27.2009333888136
44.7864445416977,111.500740764734,81.4825589465521
44.7864445416977,69.681099137117,30.377099137117
44.7864445416977,79.7503375722803,33.719568341511
44.7864445416977,50.4358803143294,13.4158803143294
44.7864445416977,75.4074316029996,45.1074316029996
44.7864445416977,58.5641292505809,23.5391292505809
44.7864445416977,69.9339702502019,31.8132805950294
44.7864445416977,136.410488272308,102.389798617136
44.7864445416977,58.6627151286024,19.4207796447314
44.7864445416977,47.6659670781444,5.95827477045206
44.7864445416977,159.712402451863,113.90471014417
44.7864445416977,52.4269847888743,20.5366622082292
44.7864445416977,87.7123028051021,49.5916131499296
44.7864445416977,126.100979257924,96.9362733755715
44.7864445416977,95.7927781126619,48.2887781126619
44.7864445416977,45.5374033408007,14.6124033408007
44.7864445416977,135.986185144114,97.8654954889415
44.7864445416977,96.694254056388,50.094254056388
44.7864445416977,63.3551645153904,30.2824372426632
44.7864445416977,529.73553783968,13.0355378396803
44.7864445416977,44.1012507729505,13.1762507729505
44.7864445416977,55.684131987234,16.380131987234
44.7864445416977,153.242029725523,116.962029725523
44.7864445416977,60.0951423268714,28.2048197462262
44.7864445416977,64.5931875294737,28.1265208628071
44.7864445416977,88.2421691119224,42.2113998811531
44.7864445416977,77.5430645863534,43.522374931181
44.7864445416977,81.2255881295416,44.2055881295416
44.7864445416977,49.1737533728156,17.2834307921704
44.7864445416977,81.8456076900372,44.014838459268
44.7864445416977,92.8072377793845,44.0405711127178
44.7864445416977,78.2033965437007,23.0033965437007
44.7864445416977,542.10214992089,62.3021499208902
44.7864445416977,90.5254809307654,41.7588142640987
44.7864445416977,90.3238002562728,48.3930310255036
44.7864445416977,97.8928132579516,44.6928132579516
44.7864445416977,92.629156918116,45.125156918116
44.7864445416977,86.1197478408842,43.4849652321886
44.7864445416977,98.4933280767715,55.2122469956904
44.7864445416977,71.5243185225991,10.4576518559324
44.7864445416977,54.6240705022384,24.6058886840566
44.7864445416977,58.5473298147686,22.7887091251135
44.7864445416977,62.9311086933784,25.1003394626092
44.7864445416977,70.8847340120397,26.6944114313945
44.7864445416977,69.1126716133983,32.6460049467316
44.7864445416977,66.2430524361021,32.2223627809297
44.7864445416977,51.967274850918,11.587274850918
44.7864445416977,62.5000958534941,23.2000958534941
44.7864445416977,62.9678539645785,26.5011872979118
44.7864445416977,76.0180338842934,38.9980338842934
